OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2421520,Sample-Routine,Water,,2009-05-21,09:45:00,MDT,,,,,,,,,,,,URG09,Upper Rio Grande (2009),,21NMEX_WQX-28RTesuq018.5,Rio Tesuque at Tesuque Village Road - 28RTesuq018.5,,,,,35.7605100000,-105.9331400000,NM_SWQB_QAPP,21NMEX_WQX,NM Surface Water Quality Bureau QAPP,NM SWQB QAPP provides general sampling methods for ambient/assessment and compliance monitoring. ,Water Bottle,STORET-85619746,,,Di(2-ethylhexyl) phthalate,Total,0.5,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,,,,,,,,,2011-04-01T17:23:54,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2416357,Sample-Routine,Water,,2009-04-28,10:00:00,MDT,,,,,,,,,,,,LK2009,Lakes (2009),,21NMEX_WQX-28SantaCruzDp,Santa Cruz Lake (deep) - 28SantaCruzDp,,,,,35.9781040000,-105.9193400000,NM_SWQB_QAPP,21NMEX_WQX,NM Surface Water Quality Bureau QAPP,NM SWQB QAPP provides general sampling methods for ambient/assessment and compliance monitoring. ,Water Bottle,STORET-80246582,,,CFC-12,Total,0.85000002,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2011-02-08T10:32:39,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2416356,Sample-Routine,Water,,2009-04-28,10:00:00,MDT,,,,,,,,,,,,LK2009,Lakes (2009),,21NMEX_WQX-28SantaCruzDp,Santa Cruz Lake (deep) - 28SantaCruzDp,,,,,35.9781040000,-105.9193400000,NM_SWQB_QAPP,21NMEX_WQX,NM Surface Water Quality Bureau QAPP,NM SWQB QAPP provides general sampling methods for ambient/assessment and compliance monitoring. ,Water Bottle,STORET-80246492,,,Di(2-ethylhexyl) phthalate,Total,1.89999998,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2011-02-08T10:32:38,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2421603,Sample-Routine,Water,,2009-08-19,09:05:00,MDT,,,,,,,,,,,,URG09,Upper Rio Grande (2009),,21NMEX_WQX-28RTesuq018.5,Rio Tesuque at Tesuque Village Road - 28RTesuq018.5,,,,,35.7605100000,-105.9331400000,NM_SWQB_QAPP,21NMEX_WQX,NM Surface Water Quality Bureau QAPP,NM SWQB QAPP provides general sampling methods for ambient/assessment and compliance monitoring. ,Water Bottle,STORET-85621882,,,Di(2-ethylhexyl) phthalate,Total,0.43000001,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,,,,,,,,,2011-04-01T17:48:11,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2421613,Sample-Routine,Water,,2009-08-19,11:50:00,MDT,,,,,,,,,,,,URG09,Upper Rio Grande (2009),,21NMEX_WQX-28SanCru004.2,Santa Cruz River at town of Quarteles - 28SanCru004.2,,,,,35.9842800000,-106.0288000000,NM_SWQB_QAPP,21NMEX_WQX,NM Surface Water Quality Bureau QAPP,NM SWQB QAPP provides general sampling methods for ambient/assessment and compliance monitoring. ,Water Bottle,STORET-85622121,,,Di(2-ethylhexyl) phthalate,Total,0.42256501,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,,,,,,,,,2011-04-01T17:48:12,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2443463,Sample-Routine,Water,,2010-12-01,,,,,,,,,,,,,,UPR10 - VVd,Upper Pecos River Survey 2010,,21NMEX_WQX-NM0028088,Glorieta Conference Center/WWTP - NM0028088,,,,,35.5851560000,-105.7654060000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-286006874,,,Di(2-ethylhexyl) phthalate,Total,0.3,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-06T17:02:23,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2443428,Sample-Routine,Water,Surface Water,2010-12-01,,,,,,,,,,,,,,UPR10 - VVd,Upper Pecos River Survey 2010,,21NMEX_WQX-50Glorie012.6,Glorieta Creek at Cur Trail - 50Glorie012.6,,,,,35.5779000000,-105.7588700000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-286006051,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2443428/results/286006051/resdetectqntlmts,Lower Reporting Limit,0.26,ug/L,,2014-02-06T17:01:38,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2447801,Sample-Routine,Water,Surface Water,2011-11-10,,,,,,,,,,,,,,2016 MISC - VVd,Misc. Data 2016,,21NMEX_WQX-30McClureDp,McClure Reservoir Deep - 30McClureDp,"Sonde cal at 585.2.  Sample collected at 1, 3.5, and 7 meters",,,,35.6885700000,-105.8348600000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Kemmerer Bottle,STORET-671954847,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2011-12-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2447801/results/671954847/resdetectqntlmts,Lower Reporting Limit,0.22,ug/L,,2017-10-12T13:17:16,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2447800,Sample-Routine,Water,Surface Water,2011-11-10,,,,,,,,,,,,,,2016 MISC - VVd,Misc. Data 2016,,21NMEX_WQX-30McClureDp,McClure Reservoir Deep - 30McClureDp,"Sonde cal at 585.2.  Sample collected at 1, 3.5, and 7 meters",,,,35.6885700000,-105.8348600000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Kemmerer Bottle,STORET-671954770,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2011-11-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2447800/results/671954770/resdetectqntlmts,Lower Reporting Limit,0.3,ug/L,,2017-10-12T13:17:15,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2447797,Sample-Routine,Water,Surface Water,2011-11-10,,,,,,,,,,,,,,2016 MISC - VVd,Misc. Data 2016,,21NMEX_WQX-30NicholsDp,Nichols Reservoir Deep - 30NicholsDp,"62.76 staff plate height.  Sample collected at 1, 3, and 5 meters.  Sonde cal at 592.4 mmHg.",,,,35.6902800000,-105.8794380000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Kemmerer Bottle,STORET-671955155,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2011-11-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2447797/results/671955155/resdetectqntlmts,Lower Reporting Limit,0.3,ug/L,,2017-10-12T13:17:19,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2447798,Sample-Routine,Water,Surface Water,2011-11-10,,,,,,,,,,,,,,2016 MISC - VVd,Misc. Data 2016,,21NMEX_WQX-30NicholsDp,Nichols Reservoir Deep - 30NicholsDp,"62.76 staff plate height.  Sample collected at 1, 3, and 5 meters.  Sonde cal at 592.4 mmHg.",,,,35.6902800000,-105.8794380000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Kemmerer Bottle,STORET-671955236,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2011-12-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2447798/results/671955236/resdetectqntlmts,Lower Reporting Limit,0.22,ug/L,,2017-10-12T13:17:19,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2478422,Sample-Routine,Water,Surface Water,2014-10-28,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30Galist030.9,Galisteo Creek at Hwy 14 near Cerrillos - 30Galist030.9,,,,,35.4336530000,-106.1215150000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487208811,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-10-28,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2478422/results/487208811/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2015-11-13T11:30:50,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2478403,Sample-Routine,Water,Surface Water,2014-06-25,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF044.5,Santa Fe River below Frenchies Field - 30SantaF044.5,No flow at 599,,,,35.6728300000,-105.9861800000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487208507,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-07-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2478403/results/487208507/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2015-11-13T11:30:47,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2480591,Sample-Routine,Water,Surface Water,2014-06-26,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30Galist030.9,Galisteo Creek at Hwy 14 near Cerrillos - 30Galist030.9,,,,,35.4336530000,-106.1215150000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487207410,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-07-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2480591/results/487207410/resdetectqntlmts,Lower Reporting Limit,0.35,ug/L,,2015-11-13T11:30:34,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2480595,Sample-Routine,Water,Surface Water,2014-06-25,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF044.5,Santa Fe River below Frenchies Field - 30SantaF044.5,No flow at 599,,,,35.6728300000,-105.9861800000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487206496,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-07-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2480595/results/487206496/resdetectqntlmts,Lower Reporting Limit,0.34,ug/L,,2015-11-13T11:30:17,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2478399,Sample-Routine,Water,Surface Water,2014-06-25,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF013.6,Santa Fe River above La Bajada diversion - 30SantaF013.6,,,,,35.5467700000,-106.2236300000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487207302,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-07-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2478399/results/487207302/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2015-11-13T11:30:33,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2480593,Sample-Routine,Water,Surface Water,2014-06-25,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF013.6,Santa Fe River above La Bajada diversion - 30SantaF013.6,,,,,35.5467700000,-106.2236300000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487204738,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-07-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2480593/results/487204738/resdetectqntlmts,Lower Reporting Limit,0.35,ug/L,,2015-11-13T11:29:49,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2485084,Sample-Routine,Water,Surface Water,2014-10-23,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF050.5,Santa Fe River ~75m u/s of Sandoval St - 30SantaF050.5,minimal flow between pools - sampled below the drains,,,,35.6858000000,-105.9419000000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487203209,,,Di(2-ethylhexyl) phthalate,Total,1.3,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-10-29,,,,,,,2015-11-13T11:29:30,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2480367,Sample-Routine,Water,Surface Water,2014-10-23,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF013.6,Santa Fe River above La Bajada diversion - 30SantaF013.6,,,,,35.5467700000,-106.2236300000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487208932,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-10-28,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2480367/results/487208932/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2015-11-13T11:30:51,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2485085,Sample-Routine,Water,Surface Water,2014-10-23,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF013.6,Santa Fe River above La Bajada diversion - 30SantaF013.6,,,,,35.5467700000,-106.2236300000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487203328,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-10-29,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2485085/results/487203328/resdetectqntlmts,Lower Reporting Limit,0.34,ug/L,,2015-11-13T11:29:32,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2483603,Quality Control Sample-Trip Blank,Water,Surface Water,2014-10-28,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30Galist030.9,Galisteo Creek at Hwy 14 near Cerrillos - 30Galist030.9,,,,,35.4336530000,-106.1215150000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487208853,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-10-28,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2483603/results/487208853/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2015-11-13T11:30:50,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2478398,Sample-Routine,Water,Surface Water,2014-05-15,,,,,,,,,,,,,,MRG14-VVd,Middle Rio Grande Survey 2014,,21NMEX_WQX-30RGrand586.5,Rio Grande at Buckman Road - 30RGrand586.5,,,,,35.8359000000,-106.1607100000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-707738490,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,NMDOH/SLD,2014-05-28,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2478398/results/707738490/resdetectqntlmts,Lower Reporting Limit,0.34,ug/L,,2018-03-07T17:04:44,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2480742,Sample-Routine,Water,Surface Water,2014-06-26,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30Galist071.2,Galisteo Creek at Spirit Valley Rd in Canoncito - 30Galist071.2,,,,,35.5192700000,-105.8468400000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487207683,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-07-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2480742/results/487207683/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2015-11-13T11:30:37,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2478410,Sample-Routine,Water,Surface Water,2014-06-25,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF050.5,Santa Fe River ~75m u/s of Sandoval St - 30SantaF050.5,,,,,35.6858000000,-105.9419000000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487202645,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-07-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2478410/results/487202645/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2015-11-13T11:29:22,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2480596,Sample-Routine,Water,Surface Water,2014-06-26,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30Galist071.2,Galisteo Creek at Spirit Valley Rd in Canoncito - 30Galist071.2,,,,,35.5192700000,-105.8468400000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487202489,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-07-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2480596/results/487202489/resdetectqntlmts,Lower Reporting Limit,0.35,ug/L,,2015-11-13T11:29:18,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2480734,Sample-Routine,Water,Surface Water,2014-06-26,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30Galist030.9,Galisteo Creek at Hwy 14 near Cerrillos - 30Galist030.9,,,,,35.4336530000,-106.1215150000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487207377,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-07-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2480734/results/487207377/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2015-11-13T11:30:33,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2478388,Quality Control Sample-Field Blank,Water,Surface Water,2014-06-25,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF050.5,Santa Fe River ~75m u/s of Sandoval St - 30SantaF050.5,,,,,35.6858000000,-105.9419000000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487207562,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-07-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2478388/results/487207562/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2015-11-13T11:30:36,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2485080,Sample-Routine,Water,Surface Water,2014-10-28,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30Galist030.9,Galisteo Creek at Hwy 14 near Cerrillos - 30Galist030.9,,,,,35.4336530000,-106.1215150000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487208687,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-10-29,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2485080/results/487208687/resdetectqntlmts,Lower Reporting Limit,0.34,ug/L,,2015-11-13T11:30:49,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2480754,Sample-Routine,Water,Surface Water,2014-05-15,,,,,,,,,,,,,,MRG14-VVd,Middle Rio Grande Survey 2014,,21NMEX_WQX-30RGrand586.5,Rio Grande at Buckman Road - 30RGrand586.5,,,,,35.8359000000,-106.1607100000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-707738372,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,NMDOH/SLD,2014-05-21,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2480754/results/707738372/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2018-03-07T17:04:44,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2480594,Sample-Routine,Water,Surface Water,2014-06-25,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF050.5,Santa Fe River ~75m u/s of Sandoval St - 30SantaF050.5,,,,,35.6858000000,-105.9419000000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487202723,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-07-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2480594/results/487202723/resdetectqntlmts,Lower Reporting Limit,0.35,ug/L,,2015-11-13T11:29:23,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2483604,Quality Control Sample-Trip Blank,Water,Surface Water,2014-10-28,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30Galist030.9,Galisteo Creek at Hwy 14 near Cerrillos - 30Galist030.9,,,,,35.4336530000,-106.1215150000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487205550,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-10-28,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2483604/results/487205550/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2015-11-13T11:29:58,STORET
